Date,Product,Price,unit,Source_File
2021-01-01,Apricot Jam,11.78,340جم/ gram,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Black Pepper Grain,88.86,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Broad Beans,31.26,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Buffalo Butter,101.41,850جم/ gram,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Catefish,18.54,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Citrus,15.9492753623188,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Commodity,يناير,الوحدة/ Unit,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Corindar,24.12,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Corn Oil,29.1267531012781,لتر/ Liter,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Cotton Seed Oil,20.92,لتر/ Liter,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Crushed Beans,21.74,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Crushed Lentil,18.68,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Cumin,81.34,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Domestic Chicken,39.19,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Domestic Duck,49.2694994769122,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Domestic frozen slaughtered white chicken,45.84,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Dry Beans,29.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Eggplant,5.29,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Farm Cheese,27.73,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Farm Chicken,28.1609030924725,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Fresh Milk,14.71,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Frozen Macaroni fish,26.16,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Frozen Macrill fish,43.53,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Garlic,32.83,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Green Beans,8.42,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Green Papper,5.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Guava,9.21,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Imported frozen buffalo meat,77.84,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Lentil,24.92,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Mandarin,5.83,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Medium size Cabbag,8.31,بالواحدةsingle,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Medium size Cucumber,7.48,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Medium size Pidgeon,58.62,بالزوج/ by pair,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Medium size farm Egg,1.59,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Middle age buffalo & cattle (net meat),133.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Mullet Fish,65.62,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Navel Oranges,6.04,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Nesto Cheese,9.76,8قطع/ pieces,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Normal Wheat,7.11,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Old Roumi Cheese,106.99,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Onion,6.04,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Pack of Tea,4.39,40جم/ gram,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Packed Honey,20.83,250جم/ gram,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Packed Sugar,13.94,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Packed White Rice,16.81,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Potato,7.22,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Sheep meat with bones,139.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Small size Banana,11.33,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Small size Squash,6.17,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Stored Full Crème White Cheese,58.93,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Sun Flower Oil,24.69,لتر/ Liter,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Tilapia Fish,30.6,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Tomato,4.20652173913043,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Buffalo butter,107.57,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Halva,39.93,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Imported Cattle’s Butter,110.03,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Molasses,12.6,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Pasta,8.52,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Rice,9.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Tahina,47.89,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Unpacked Wheat Flour 72%,6.71,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Yellow Currot without leaps,6.83,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-01-01,Young age buffalo with bones,143.24,كجم/ k.g,Average Consumer Prices for Key Food Items _ 1 - 2021.xlsx
2021-02-01,Apricot Jam,11.79,340جم/ gram,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Black Pepper Grain,88.27,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Broad Beans,30.01,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Buffalo Butter,101.41,850جم/ gram,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Catefish,18.47,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Citrus,18.58,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Commodity,فبراير,الوحدة/ Unit,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Corindar,24.12,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Corn Oil,30.57,لتر/ Liter,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Cotton Seed Oil,20.99,لتر/ Liter,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Crushed Beans,21.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Crushed Lentil,18.68,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Cumin,86.46,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Domestic Chicken,39.41,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Domestic Duck,49.2994994769122,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Domestic frozen slaughtered white chicken,45.12,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Dry Beans,29.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Eggplant,5.34,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Farm Cheese,27.77,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Farm Chicken,28.24,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Fresh Milk,14.76,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Frozen Macaroni fish,26.16,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Frozen Macrill fish,43.01,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Garlic,34.92,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Green Beans,9.18,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Green Pepper,5.77,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Guava,9.31,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Imported frozen buffalo meat,77.8,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Lentil,24.94,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Mandarin,6.13,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Medium size Cabbag,8.22,بالواحدةsingle,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Medium size Cucumber,5.74,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Medium size Pidgeon,57.65,بالزوج/ by pair,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Medium size farm Egg,1.6,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Middle age buffalo & cattle (net meat),133.29,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Mullet Fish,65.07,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Navel Oranges,6.45,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Nesto Cheese,9.84,8قطع/ pieces,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Normal Wheat,7.29,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Old Roumi Cheese,106.99,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Onion,6.02,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Pack of Tea,4.39,40جم/ gram,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Packed Honey,20.83,250جم/ gram,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Packed Sugar,13.97,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Packed White Rice,16.75,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Potato,3.27,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Sheep meat with bones,139.76,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Small size Banana,10.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Small size Squash,5.8,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Stored Full Crème White Cheese,58.96,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Sun Flower Oil,25.44,لتر/ Liter,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Tilapia Fish,30.91,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Tomato,3.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Buffalo butter,108.88,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Halva,39.93,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Imported Cattle’s Butter,111.74,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Molasses,12.69,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Pasta,8.64,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Rice,9.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Tahina,47.89,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Unpacked Wheat Flour 72%,7.6,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Yellow Currot without leaps,5.9,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-02-01,Young age buffalo with bones,143.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 2 - 2021.xlsx
2021-03-01,Apricot Jam,11.83,340جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Black Pepper Grain,89.93,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Broad Beans,29.28,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Buffalo Butter,101.39,850جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Catefish,18.34,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Citrus,21.24,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Commodity,مارس,الوحدة/ Unit,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Corindar,24.12,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Corn Oil,31.4440071261541,800جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Cotton Seed Oil,21.53,لتر/ Liter,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Crushed Beans,21.45,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Crushed Lentil,18.71,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Cumin,87.1,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Domestic Chicken,41.6030115643552,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Domestic Duck,49.9044237640659,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Domestic frozen slaughtered white chicken,45.49,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Dry Beans,29.54,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Eggplant,5.53,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Farm Cheese,27.89,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Farm Chicken,30.5378126289772,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Fresh Milk,14.84,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Frozen Macaroni fish,26.72,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Frozen Macrill fish,43.28,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Garlic,29.69,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Green Beans,12.4179003363637,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Green Pepper,6.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Imported frozen buffalo meat,77.94,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Lentil,27.65,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Mandarin,7.39,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Medium size Cabbag,8.46,بالواحدةsingle,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Medium size Cucumber,5.93,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Medium size Pidgeon,57.99,بالزوج/ by pair,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Medium size farm Egg,1.6,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Middle age buffalo & cattle (net meat),133.37,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Mullet Fish,65.11,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Navel Oranges,7.81,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Nesto Cheese,9.83,8قطع/ pieces,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Normal Wheat,7.44,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Old Roumi Cheese,106.99,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Onion,6.07,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Pack of Tea,4.39,40جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Packed Honey,20.88,250جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Packed Sugar,13.92,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Packed White Rice,16.79,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Potato,3.89,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Sheep meat with bones,139.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Small size Banana,10.88,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Small size Squash,6.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Stored Full Crème White Cheese,58.99,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Strawbrry,9.54180999368818,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Sun Flower Oil,26.5600840579589,800جم/ gram,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Tilapia Fish,30.99,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Tomato,3.62,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Buffalo butter,108.32,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Halva,39.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Imported Cattle’s Butter,113.517978191113,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Molasses,12.86,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Pasta,8.74,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Rice,9.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Tahina,47.79,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Unpacked Wheat Flour 72%,7.66,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Yellow Currot without leaps,5.61,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-03-01,Young age buffalo with bones,143.69,كجم/ k.g,Average Consumer Prices for Key Food Items _ 3 - 2021.xlsx
2021-04-01,Apricot Jam,11.83,340جم/ gram,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Black Pepper Grain,93.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Broad Beans,28.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Buffalo Butter,101.01,850جم/ gram,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Catefish,19.02,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Citrus,25.16,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Commodity,ابريل,الوحدة/ Unit,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Corindar,24.12,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Corn Oil,31.85,800جم/ gram,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Cotton Seed Oil,21.81,لتر/ Liter,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Crushed Beans,21.22,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Crushed Lentil,18.67,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Cumin,88.63,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Domestic Chicken,43.42,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Domestic Duck,52.18,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Domestic frozen slaughtered white chicken,45.76,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Dry Beans,29.54,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Eggplant,5.57,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Farm Cheese,28.21,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Farm Chicken,33.21,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Fresh Milk,14.91,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Frozen Macaroni fish,27.24,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Frozen Macrill fish,43.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Garlic,30.79,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Green Beans,11.41,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Green Pepper,8.56,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Imported frozen buffalo meat,77.98,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Lentil,27.61,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Medium size Cabbag,8.72,بالواحدةsingle,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Medium size Cucumber,7.78,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Medium size Pidgeon,58.39,بالزوج/ by pair,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Medium size farm Egg,1.6,بالواحدة/ single,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Middle age buffalo & cattle (net meat),133.87,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Mullet Fish,65.76,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Navel Oranges,9.51,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Nesto Cheese,9.83,8قطع/ pieces,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Normal Wheat,7.49,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Old Roumi Cheese,106.78,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Onion,6.06,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Pack of Tea,4.39,40جم/ gram,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Packed Honey,20.86,250جم/ gram,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Packed Sugar,13.92,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
2021-04-01,Packed White Rice,16.79,كجم/ k.g,Average Consumer Prices for Key Food Items _ 4 - 2021.xlsx
